sentence_id	source	text
530	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	SWIFT (International Wire Transfer);
531	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	BIDV (BIDV EPAY).
532	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	Optimize system performance to ensure high throughput, low latency, and strong security for financial data transactions.
533	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	Bachelor's degree in Computer Science, Software Engineering, or a related field; a Master's degree is a plus.
534	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	4+ years of hands-on experience in Backend development using Java (Java 8+), Spring Boot, and Hibernate/JPA.
535	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	Proven commercial experience with AWS Cloud: Designing cloud-native microservices architectures, managing cloud resources, and deploying scalable applications.
536	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	AWS Certifications (Associate or Professional level) are a strong plus.
537	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	Deep domain knowledge of payment workflows and messaging formats (ISO 20022, MT/MX messages) across IBFT, SWIFT, and CITAD.
538	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	Hands-on experience integrating with or working directly on Temenos T24 Core Banking (specifically modules related to Accounts, Limits, and FT - Fund Transfer accounting entries) is a major advantage.
539	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	Proficient with Message Queue systems (Kafka, ActiveMQ, RabbitMQ, or AWS SQS) for high-throughput asynchronous transaction processing.
540	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	Strong understanding of banking security standards: Data encryption (AES, RSA), Digital Signatures, and SSL/TLS protocols.
541	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	As a Senior/Principal DevOps Engineer at playSTUDIOS, you will be a key contributor in designing, implementing, and maintaining scalable infrastructure that powers engaging gaming experiences enjoyed by millions worldwide. You will ensure reliability, automation, and performance across development and production environments, while also mentoring teammates and driving DevOps projects with autonomy.
542	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	1. CI/CD & Automation:
543	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Design, maintain, and enhance build pipelines for .NET and Java microservices, Unity, and Android/iOS, using continuous integration and deployment best practices.
544	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Automate manual tasks related to code deployment, infrastructure provisioning, and data management.
545	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	2. Infrastructure & Cloud:
546	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Provision, manage, and evolve infrastructure using an Infrastructure-as-Code (IaC) approach (e.g., Terraform).
547	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Manage, debug, and operate the Kubernetes fleet across Azure and AWS environments.
548	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Deploy and maintain high-volume, scalable web services with a focus on reliability and performance.
549	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	3. Collaboration & Delivery:
550	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Partner with developers, testers, and system administrators to streamline the software development lifecycle.
551	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Work alongside engineering teams to deliver on the technology roadmap.
552	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Successfully drive DevOps projects autonomously, ensuring on-time, high-quality delivery.
553	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	4. Operations & Reliability:
554	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Ensure high availability of services and rapid response to production incidents; participate in the on-call rotation.
555	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Triage, resolve, or escalate production issues to minimize downtime.
556	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Maintain and enhance logging, monitoring, and alerting systems (e.g., Prometheus, Grafana, Azure Application Insights, CloudWatch).
557	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	5. Leadership & Continuous Improvement:
558	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Act as a mentor for junior team members, supporting their growth.
559	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Maintain thorough documentation of tooling, processes, and procedures.
560	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Identify new opportunities, propose alternative solutions, and drive continuous improvement initiatives.
561	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Must have:
562	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	5+ years of hands-on experience in infrastructure automation, CI/CD, and application deployments.
563	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Good command of written and spoken English.
564	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Strong expertise with Kubernetes, containerized workloads, and IaC tooling (Terraform or equivalent).
565	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Solid experience with CI/CD tools such as Jenkins, ArgoCD, and GitHub Actions.
566	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Experience with either Azure or AWS for production environments (both a plus).
567	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Strong knowledge of Linux systems.
568	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Proficiency with Git and modern SCM workflows.
569	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Strong problem-solving, critical thinking, and ability to work semi-independently while sharing progress.
570	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Experience with service mesh tools (e.g., Linkerd, Istio, Flagger).
571	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Experience in observability and APM systems (Datadog, New Relic, etc.).
572	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Knowledge of managing Windows servers.
573	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Familiarity with databases (SQL, MySQL, MongoDB, Couchbase).
574	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Familiarity with Unity pipelines, Android/Xcode build processes.
575	[ITviec] DevOps Engineer (Senior/Principal) - PLAYSTUDIOS	Proficiency with scripting and/or programming (e.g., Bash, Python, C#, Java, Go, PowerShell).
576	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Come join our team and take ownership of Cloud-native Test Orchestration products used in complex telecommunications environments.
577	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	We are looking for a DevOps Engineer with practical experience in Linux, Kubernetes, CI/CD, automation, and troubleshooting. You will independently deliver well-defined platform and development tasks while collaborating with senior engineers on more complex technical challenges.
578	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	The assignment covers feature development, operational support, troubleshooting, fault correction, automation, and continuous improvement across a distributed, international environment.
579	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	You will be expected to become productive after onboarding, own tasks end to end, contribute to knowledge sharing, and steadily grow toward broader technical ownership.
580	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Your responsibilities include but are not limited to the following:
581	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Develop, configure, and support cloud-native Test Orchestration services and the platforms on which they run.
582	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Operate and troubleshoot Kubernetes and Linux environments, including deployments, configuration, logs, networking, storage, and application runtime issues.
583	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Create and maintain Python and Bash automation for recurring operational and delivery tasks, applying Infrastructure as Code and configuration management where appropriate.
584	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Maintain and improve CI/CD pipelines, Git workflows, quality gates, artifact handling, and release automation using tools such as Jenkins, Git/Gerrit, Artifactory or Nexus, and SonarQube.
585	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Investigate support tickets and incidents, perform structured root-cause analysis for common issues, implement fixes, and escalate complex problems with clear evidence.
586	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Collaborate with software developers and testers on microservice-based feature development, integration, and automated testing.
587	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Improve platform reliability through monitoring, observability, documentation, security practices, and continuous-improvement initiatives, including pragmatic use of automation and AI-assisted engineering tools.
588	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Communicate progress, risks, and technical findings to international stakeholders, and contribute to peer reviews, documentation, knowledge transfer, and team learning.
589	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Qualifications
590	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	A university degree in Computer Science, IT, Telecommunications, Software Engineering, or a related field (or equivalent practical experience) is preferred.
591	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Around 2-4 years of relevant experience in DevOps, platform engineering, SRE, or cloud engineering.
592	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Hands-on experience operating and troubleshooting Kubernetes-based platforms in development, test, or production environments.
593	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Solid Linux administration and troubleshooting skills in RHEL/CentOS, Ubuntu, or comparable distributions.
594	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Practical experience with CI/CD pipelines and Git-based engineering workflows using tools such as Jenkins, Gerrit/GitLab, artifact repositories, and SonarQube.
595	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Good Python or Bash/Shell scripting skills, with the ability to create, maintain, and troubleshoot automation.
596	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Good understanding of Docker, Helm, microservices, and Cloud-native deployment patterns.
597	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Structured troubleshooting skills across applications, containers, operating systems, platform services, networking, and storage, with sound escalation judgment.
598	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Working knowledge of TCP/IP, DNS, ports, routing, load balancing, and common L2/L3 concepts.
599	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Experience handling platform operations, support tickets or incidents, root-cause analysis, and clear technical documentation.
600	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Understanding of software testing practices, including unit, integration, and functional testing.
601	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Good written and verbal English communication skills and the ability to collaborate in distributed, cross-functional teams.
602	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	A proactive, analytical, solution-oriented mindset with the ability to own tasks, seek guidance when appropriate, and contribute to continuous improvement.
603	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Backend development experience with Java and Spring Boot.
604	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Experience in telecom, RAN, Test Orchestration, or other network-intensive domains.
605	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Experience with Ansible, GitOps, Spinnaker, GitHub Actions, or similar automation and deployment tools.
606	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Hands-on exposure to Prometheus, Grafana, OpenSearch/ELK, Zabbix, or comparable monitoring and observability platforms.
607	[ITviec] DevOps Engineer (Cloud Native / Kubernetes) - Endava Việt Nam	Experience with MongoDB, MySQL, or Oracle, and relevant certifications such as CKA, RHCSA, or RHCE.
608	[ITviec] Principal Engineer DevOps - Timo	We are looking for a Principal Software Engineer, DevOps, to define and drive the infrastructure and delivery foundations behind Timo's digital banking platform.
609	[ITviec] Principal Engineer DevOps - Timo	In this role, you will own Timo's DevOps strategy, building and scaling the infrastructure, CI/CD pipelines, and operational practices that power our production, QA, and development environments. You will set the technical direction for reliability, deployment, and cloud efficiency.
610	[ITviec] Principal Engineer DevOps - Timo	Define and drive Timo's DevOps strategy: infrastructure, deployment, observability, and cloud efficiency
611	[ITviec] Principal Engineer DevOps - Timo	Architect and maintain stable, secure, and efficient infrastructure across production, QA, and development environments
612	[ITviec] Principal Engineer DevOps - Timo	Lead CI/CD and GitOps practices from build, packaging, and deployment pipelines through to continuous improvement
613	[ITviec] Principal Engineer DevOps - Timo	Drive DORA metrics improve lead time for changes, deployment frequency, time to restore service, and change failure rate
614	[ITviec] Principal Engineer DevOps - Timo	Standardize Infrastructure as Code practices: Terraform, Ansible, Packer across Timo's engineering teams
615	[ITviec] Principal Engineer DevOps - Timo	Partner with Engineering, Security, and Compliance to ensure infrastructure meets banking-grade reliability and security requirements
616	[ITviec] Principal Engineer DevOps - Timo	Optimize cloud costs while ensuring scalable, performant infrastructure
617	[ITviec] Principal Engineer DevOps - Timo	Mentor senior engineers and help drive adoption of DevOps best practices across the organization
618	[ITviec] Principal Engineer DevOps - Timo	Experience
619	[ITviec] Principal Engineer DevOps - Timo	8+ years in DevOps, SRE, or Infrastructure Engineering, with prior experience in a Principal, Staff, or technical leadership role
620	[ITviec] Principal Engineer DevOps - Timo	Proven track record of operating production systems at scale, ideally in fintech, banking, or another regulated environment
621	[ITviec] Principal Engineer DevOps - Timo	Experience driving infrastructure strategy and standards across multiple engineering teams
622	[ITviec] Principal Engineer DevOps - Timo	Skills & Expertise
623	[ITviec] Principal Engineer DevOps - Timo	Deep expertise in container orchestration, Kubernetes, Docker, Helm
624	[ITviec] Principal Engineer DevOps - Timo	Strong experience with CI/CD and GitOps: GitLab CI/CD, ArgoCD, Helm Charts/Helmfile
625	[ITviec] Principal Engineer DevOps - Timo	Hands-on with Infrastructure as Code: Terraform, Ansible, Packer
626	[ITviec] Principal Engineer DevOps - Timo	Experience with public cloud platforms: AWS preferred
627	[ITviec] Principal Engineer DevOps - Timo	Proficient in scripting and automation: Bash, Python (or Go/Java for tooling)
628	[ITviec] Principal Engineer DevOps - Timo	Strong understanding of observability: logging, tracing, and monitoring
629	[ITviec] Principal Engineer DevOps - Timo	Familiarity with secrets management (HashiCorp Vault) and infrastructure security best practices
630	[ITviec] Principal Engineer DevOps - Timo	Experience supporting databases and messaging systems at scale
631	[ITviec] Principal Engineer DevOps - Timo	Professional working English: Collaboration with Timo's local and Kredivo's regional teams
632	[ITviec] Principal Engineer DevOps - Timo	Bonus Points
633	[ITviec] Principal Engineer DevOps - Timo	Experience in fintech, banking, or other regulated industries
634	[ITviec] Principal Engineer DevOps - Timo	Hands-on with cloud cost optimization at scale
635	[ITviec] Principal Engineer DevOps - Timo	Background in Platform Engineering, SRE, or DevEx teams
636	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	1.Lead the development of high-quality, impactful, and scalable products and systems to achieve business goals.
637	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	2. Cloud and System Management Responsibilities (GCP) :
638	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Manage Cloud Services
639	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Administer virtual machines, container services, databases, storage solutions, and other cloud resources
640	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Ensure optimal performance, high availability, scalability, and robust security across all cloud environments
641	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Implement and maintain comprehensive backup and disaster recovery solutions
642	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Infrastructure Optimization
643	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Monitor and optimize data center costs
644	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Stay current with emerging cloud technologies and implement infrastructure improvements
645	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Establish and automate access management policies for cloud services
646	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	3. Infrastructure as Code (IaC)
647	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Maintain and develop IaC scripts and templates
648	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Enhance configuration management tools and processes
649	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	Implement automation for consistent and reliable infrastructure deployment
650	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	4. Collaborate closely with engineering managers and engineers across multiple platforms and domains
651	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	5. Support to recruit, develop, and retain exceptional engineering talent who excel in innovative, user-focused, fast-paced environments.
652	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	6. Establish and maintain high engineering standards for your team regarding quality practices, delivery speed, architecture, design, and code quality, with clear measurable goals
653	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	7. Contribute to the improvement and scaling of the engineering organization by mentoring engineers, sharing technical knowledge, industry best practices, and leadership skills
654	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	1. Familiarity with Google Cloud Platform.
655	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	2. Familiarity with DevOps, SRE, Platform Engineering.
656	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	3. Have experience with Kubernetes . Having CKA Lisence is Plus.
657	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	4. Have experience with system design.
658	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	5. Strong analytical and problem-solving skills.
659	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	6. Has team collaboration awareness, able to work cooperatively with team members. Experience in Scrum is a plus.
660	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	7. Good communication skills and logical thinking/judgment abilities.
661	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	8. Proactive and self-motivated to learn.
662	[ITviec] Senior DevOps Engineer - TPIsoftware Co., Ltd	9. Possesses or is willing to learn multiple languages (including Chinese, English, Vietnamese) to effectively communicate with the team.
663	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	ITviec's client is seeking an exceptionally talented Middle/Senior DevOps Engineer who will work closely with Software Engineers to help them deploy and operate different systems. In addition, this position will join a group responsible for various core platforms within the enterprise.
664	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Work within the team on the various products that the team supports
665	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Develop tools to improve our ability to rapidly deploy and effectively monitor services in a large-scale distributed environment
666	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Work with teams to design, develop, and implement innovative software solutions related to the DevOps and Agile transformation of the enterprise.
667	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Participate in periodic on-call duties
668	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Collaborate with peers both inside and outside your team.
669	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	3+ years of experience as a DevOps Engineer with excellent communication skills and a positive, “can-do” attitude.
670	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Proficient in Python development with hands-on experience.
671	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Solid understanding of the Linux environment, particularly with command-line usage.
672	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Experienced in Infrastructure as Code (IaC) frameworks such as Ansible, Terraform, and Helm charts.
673	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Familiar with Docker and Kubernetes.
674	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Experience with Continuous Integration/Continuous Deployment (CI/CD) using GitLab (preferred), GitHub, or Git.
675	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Familiar with JIRA and Wiki tools.
676	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Effective English communication abilities.
677	[ITviec] Middle/Senior DevOps Engineer (Python, Linux, English) - ITviec Recruitment Consulting	Agile development experience is a plus
678	[Facebook] CV - Software Engineering	Developed and deployed new web features using PHP, resolving critical user interface (UI) issues to improve overall application stability.
679	[Facebook] CV - Software Engineering	Executed comprehensive web application testing protocols to ensure functionality, performance, and cross-browser compatibility.
680	[Facebook] CV - Software Engineering	Collaborated within a professional development team, utilizing Git for version control and participating in technical communication workflows.
681	[Facebook] CV - Software Engineering	Optimized UI components based on testing feedback to enhance the end-user experience.
682	[Facebook] CV - Software Engineering	Programming Language: Java, C# / .NET, Entity Framework
683	[Facebook] CV - Software Engineering	Backend & Frameworks: ASP.NET Core, Entity Framework Core, Microservices, OData, Ocelot API Gateway, JWT Authentication, SignalR, AJAX
684	[Facebook] CV - Software Engineering	Database: MySQL, SQL Server, Entity Framework Code First
685	[Facebook] CV - Software Engineering	Tools & Platforms: Git, GitHub, Visual Studio, Android Studio, Lucid
686	[Facebook] CV - Software Engineering	Soft Skills: Teamwork & Collaboration, Self-learning, Adaptability
687	[Facebook] CV - Software Engineering	Languages: Japanese: JLPT N3 equivalent, English: Reading the document basically
688	[Facebook] CV - Software Engineering	Engineered a full-stack booking platform using Microservices Architecture and ASP.NET Core to handle concurrent user reservations.
689	[Facebook] CV - Software Engineering	Designed a relational database schema using EF Core Code First and implemented OData for high-performance, flexible data querying.
690	[Facebook] CV - Software Engineering	Secured system resources by implementing JWT-based Role-Based Access Control and Ocelot API Gateway for centralized request routing.
691	[Facebook] CV - Software Engineering	Integrated SignalR for real-time booking notifications and Leaflet map services for stadium geolocation and navigation.
692	[Facebook] CV - Software Engineering	Developed a companion Android application in Java, connecting to backend services via RESTful APIs to provide mobile accessibility.
693	[Facebook] CV - Software Engineering	Built an end-to-end online ordering system utilizing C# and .NET Core microservices to separate order processing from inventory management.
694	[Facebook] CV - Software Engineering	Implemented asynchronous UI updates using AJAX and SignalR to provide instant order status notifications without page reloads.
695	[Facebook] CV - Software Engineering	Configured Ocelot API Gateway to manage cross-service communication and enforced security protocols via JWT authentication.
696	[Facebook] CV - Software Engineering	Streamlined data retrieval processes by implementing OData endpoints, reducing unnecessary payload sizes in API responses.
697	[Facebook] CV - Computer Networks and Data Communication	Core CS & AI: Deep Learning, Machine Learning, Recommender Systems, Data Structures, Algorithms
698	[Facebook] CV - Computer Networks and Data Communication	Languages: Python, Java, C, SQL (MySQL)
699	[Facebook] CV - Computer Networks and Data Communication	ML Frameworks: PyTorch, FastAI, TensorFlow, Streamlit (for AI apps)
700	[Facebook] CV - Computer Networks and Data Communication	Networking: Network Administration, pfSense Firewall, Cisco ASAv, GNS3
701	[Facebook] CV - Computer Networks and Data Communication	Tools: Git, GitHub, VirtualBox, Docker, Linux (Ubuntu/Debian)
702	[Facebook] CV - Computer Networks and Data Communication	AI-Native Tools: Gemini, Claude, Perplexity, NotebookLM for research and development support
703	[Facebook] CV - Computer Networks and Data Communication	Technologies: Python, PyTorch, LAMDA Framework, DREAM, Git
704	[Facebook] CV - Computer Networks and Data Communication	"Designing and developing a Deep Learning-based framework for Android malware detection, specifically addressing the ""Concept Drift"" problem."
705	[Facebook] CV - Computer Networks and Data Communication	Implementing data preprocessing pipelines to drop leakage-prone metadata (e.g., 'vt_count') ensuring model integrity.
706	[Facebook] CV - Computer Networks and Data Communication	Evaluating model performance across IID, NEAR, and FAR temporal splits to validate robustness against evolving malware samples.
707	[Facebook] CV - Computer Networks and Data Communication	Integrating the DREAM and LAMDA research frameworks into a unified experimental pipeline.
708	[Facebook] CV - Computer Networks and Data Communication	Technologies: Python, PyTorch, FastAI, Streamlit, Pandas, Plotly, Kaggle Dataset
709	[Facebook] CV - Computer Networks and Data Communication	Developed a web-based movie recommendation system using Collaborative Filtering and Matrix Factorization (MF).
710	[Facebook] CV - Computer Networks and Data Communication	Implemented a Hybrid Engine combining Cosine Similarity with item Bias (10% weight) to balance personalization and popularity.
711	[Facebook] CV - Computer Networks and Data Communication	"Resolved the ""Cold Start"" problem for new items using Genre Vector Averaging (Mean of latent factors)."
712	[Facebook] CV - Computer Networks and Data Communication	Built interactive visualizations including a 2D Genre Map using Principal Component Analysis (PCA) to cluster similar movie vibes.
713	[Facebook] CV - Computer Networks and Data Communication	Deployed the final model as a Streamlit application with full admin functionalities for real-time item updates.
714	[Facebook] CV - Computer Networks and Data Communication	Technologies: GNS3, Cisco ASAv, pfSense, VirtualBox, Cisco IOS, Linux
715	[Facebook] CV - Computer Networks and Data Communication	Designed and simulated a complex multi-zone enterprise network topology using GNS3 and VirtualBox.
716	[Facebook] CV - Computer Networks and Data Communication	Configured pfSense firewalls and Cisco ASAv Access Control Lists (ACLs) to implement zero-trust traffic policies.
717	[Facebook] CV - Computer Networks and Data Communication	Optimized network asset management and routing protocols (OSPF/Static) for high availability.
718	[Facebook] CV - Data Engineer	Languages: SQL, Java, C++, Python (pandas, scripting)
719	[Facebook] CV - Data Engineer	Streaming & Big Data: Apache Spark (Structured Streaming, mapPartitions), Apache Kafka (Kraft Mode), PySpark
720	[Facebook] CV - Data Engineer	Data Warehousing & ETL: SSIS, SSAS (OLAP Cubes), Star Schema Modeling, SQL Server, Oracle
721	[Facebook] CV - Data Engineer	Tools & Infrastructure: Docker, Docker Compose, Linux (Ubuntu), Apache Maven, Git, Jupyter Notebook
722	[Facebook] CV - Data Engineer	Visualization & Analytics: Power BI, Looker Studio, ONNX Runtime, SHAP
723	[Facebook] CV - Data Engineer	Technologies: Java, Python, Apache Spark, Kafka, Docker
724	[Facebook] CV - Data Engineer	Built a 3-tier streaming pipeline (Producer $\rightarrow$ Kafka $\rightarrow$ Spark) processing ~180K IoT sensor events in real time.
725	[Facebook] CV - Data Engineer	Integrated ONNX Runtime C++ Engine into Spark's mapPartitions with manual Z-score vectorization, bypassing JVM GC bottlenecks and reaching ~11.5K rows/s throughput with 869ms sub-second latency under a 4GB JVM Heap.
726	[Facebook] CV - Data Engineer	Aligned Kafka topic partitions 1-to-1 with Spark shuffle partitions and physical CPU cores to eliminate context-switching overhead.
727	[Facebook] CV - Data Engineer	Benchmarked streaming performance across Logistic Regression, Random Forest, GBT, and Deep MLP while maintaining absolute memory invariance
728	[Facebook] CV - Data Engineer	Technologies: Python, SHAP, XGBoost, LightGBM, CatBoost, ARIMAX, GARCH
729	[Facebook] CV - Data Engineer	Built an automated pipeline ingesting daily financial (Yahoo Finance) and macroeconomic data (FRED: Fed Funds Rate, Treasury yields) for major U.S. banks (JPM, BAC, WFC).
730	[Facebook] CV - Data Engineer	Applied expanding-window walk-forward validation (3 rolling folds) to prevent data leakage in financial time-series.
731	[Facebook] CV - Data Engineer	Optimized GBDT models via Optuna (TPE) and utilized SHAP (XAI) to analyze feature importance dynamics across VIX-defined volatility regimes.
732	[Facebook] CV - Data Engineer	Technologies: SQL Server, SSIS, SSAS, MDX, Power BI, Looker Studio
733	[Facebook] CV - Data Engineer	Designed a Star Schema Data Warehouse (1 Fact, 5 Dimension tables) analyzing global food waste data (2018–2024).
